cluster_id,cluster_name,matrix,antibiotic_or_class,amr_endpoint_or_index,burden_signal,pathway_score,pathway_class,reservoir_interpretation,sparse_or_too_little_data,notes
1,Eastern production-infrastructure belt,wastewater influent,beta-lactams,,2.2329961103921536,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,fluoroquinolones,,2.218194027092984,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,surface water,fluoroquinolones,,2.1747265764485855,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater influent,sulfonamides,,2.1540321568037015,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater influent,sulfonamides,,2.118601049776964,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater influent,macrolides,,2.03621958305109,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,phenicols,,2.01456253812761,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,wastewater influent,lincosamides,,2.0141843975012796,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sludge,fluoroquinolones,,2.013358873952374,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sludge,tetracyclines,,1.996408818497224,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,wastewater effluent,macrolides,,1.9590413923210936,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,fluoroquinolones,,1.9258275746247424,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,fluoroquinolones,,1.921501657023171,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,beta-lactams,,1.877371345869774,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,phenicols,,1.8260748027008264,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater influent,fluoroquinolones,,1.7830323354142126,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater effluent,lincosamides,,1.7388321625623178,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,tetracyclines,,1.735776880678038,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,macrolides,,1.700302492362418,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater influent,tetracyclines,,1.683182673171693,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater influent,lincosamides,,1.6424645202421213,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,tetracyclines,,1.5987459316800208,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,macrolides,,1.5299434016586693,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,tetracyclines,,1.524880275881238,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,wastewater effluent,lincosamides,,1.4941545940184429,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,tetracyclines,,1.4653828514484184,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,tetracyclines,,1.4653828514484184,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,phenicols,,1.4229179807676624,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater effluent,tetracyclines,,1.3837342227970126,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,tetracyclines,,1.3562476613895766,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,sulfonamides,,1.3031960574204888,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sludge,diaminopyrimidines,,1.2787536009528289,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,diaminopyrimidines,,1.2787536009528289,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,diaminopyrimidines,,1.2787536009528289,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,fluoroquinolones,,1.2638664926246015,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,diaminopyrimidines,,1.212986184736668,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,diaminopyrimidines,,1.212986184736668,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,diaminopyrimidines,,1.2106174852609892,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,wastewater effluent,sulfonamides,,1.1846914308175989,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,beta-lactams,,1.1605298146033403,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sludge,macrolides,,1.1583624920952498,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,fluoroquinolones,,1.1265215792148033,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,macrolides,,1.100370545117563,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,macrolides,,1.0952358852866726,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,diaminopyrimidines,,1.0833756909778902,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,tetracyclines,,1.0582558486071956,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,tetracyclines,,1.0566635798208894,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,wastewater effluent,macrolides,,1.0535242720655882,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater influent,diaminopyrimidines,,1.021189299069938,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,tetracyclines,,0.9942627570120666,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,macrolides,,0.9539205712914723,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,phenicols,,0.9400181550076632,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,fluoroquinolones,,0.93842966274078,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,fluoroquinolones,,0.9198584061342412,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,diaminopyrimidines,,0.9074113607745862,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,fluoroquinolones,,0.84323277809800945,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater influent,tetracyclines,,0.8162412999917831,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,phenicols,,0.8123399822302197,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,tetracyclines,,0.8110196496291154,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,fluoroquinolones,,0.8026805402618653,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,other,,0.7973082833122795,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,beta-lactams,,0.7959328211323942,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,beta-lactams,,0.7481880270062004,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sludge,sulfonamides,,0.747038918267906,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sludge,sulfonamides,,0.7434276776384717,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sludge,sulfonamides,,0.7434276776384717,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,lincosamides,,0.7419390777291989,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,surface water,sulfonamides,,0.7323937598229685,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,beta-lactams,,0.7275412570285564,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,beta-lactams,,0.7185091391366929,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,beta-lactams,,0.7070184678324583,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,fluoroquinolones,,0.6958203517461938,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,macrolides,,0.6839471307515121,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,lincosamides,,0.6627578316815741,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,wastewater influent,diaminopyrimidines,,0.6324572921847242,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,diaminopyrimidines,,0.6248583772617518,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,fluoroquinolones,,0.5985713324862814,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,phenicols,,0.5671697907187874,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,macrolides,,0.5632358624026936,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,tetracyclines,,0.5212680683610718,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,beta-lactams,,0.5142734267203799,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,sulfonamides,,0.5132176000679389,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,phenicols,,0.49418707539924733,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,macrolides,,0.48527594493234244,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,lincosamides,,0.4742162640762552,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,sulfonamides,,0.4584987820674088,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,lincosamides,,0.4409090820652177,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,surface water,other,,0.4345689040341987,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,wastewater effluent,diaminopyrimidines,,0.43136376415898736,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,sulfonamides,,0.3546349804879154,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,macrolides,,0.3222192947339193,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,sulfonamides,,0.31368292829636635,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,macrolides,,0.27462427842702797,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,sediment,sulfonamides,,0.2568684221436257,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,phenicols,,0.2406427263387521,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,lincosamides,,0.17777580691348216,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,macrolides,,0.17026171539495738,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,sediment,lincosamides,,0.14320016335371197,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,sulfonamides,,0.11725864175634335,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,diaminopyrimidines,,0.08920067076687763,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
2,Urban-industrial wastewater core,soil,lincosamides,,0.07918124604762482,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,sediment,sulfonamides,,0.06971913707908395,NA,Too sparse,not supported as reservoir,FALSE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
1,Eastern production-infrastructure belt,soil,phenicols,,0.02530586526477026,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
3,Inland surveillance-gap belt,soil,phenicols,,0.02530586526477026,NA,Too sparse,sparse / too little data,TRUE,"Reservoir language is descriptive and requires coverage, coherent direction, LOO stability, and matrix evidence."
